2000,Regular Season,1,Ravens,16,Steelers,00
2000,Regular Season,1,49ers,28,Falcons,36
2000,Regular Season,1,Panthers,17,Redskins,20
2000,Regular Season,1,Bears,27,Vikings,30
2000,Regular Season,1,Cardinals,16,Giants,21
2000,Regular Season,1,Colts,27,Chiefs,14
2000,Regular Season,1,Jaguars,27,Browns,07
2000,Regular Season,1,Buccaneers,21,Patriots,16
2000,Regular Season,1,Lions,14,Saints,10
2000,Regular Season,1,Eagles,41,Cowboys,14
2000,Regular Season,1,Seahawks,00,Dolphins,23
2000,Regular Season,1,Chargers,06,Raiders,09
2000,Regular Season,1,Jets,20,Packers,16
2000,Regular Season,1,Titans,13,Bills,16
2000,Regular Season,1,Broncos,36,Rams,41
2000,Regular Season,2,Raiders,38,Colts,31
2000,Regular Season,2,Giants,33,Eagles,18
2000,Regular Season,2,Bears,00,Buccaneers,41
2000,Regular Season,2,Browns,24,Bengals,07
2000,Regular Season,2,Packers,18,Bills,27
2000,Regular Season,2,Jaguars,36,Ravens,39
2000,Regular Season,2,Chiefs,14,Titans,17
2000,Regular Season,2,Dolphins,07,Vikings,13
2000,Regular Season,2,Saints,28,Chargers,27
2000,Regular Season,2,Falcons,14,Broncos,42
2000,Regular Season,2,Panthers,38,49ers,22
2000,Regular Season,2,Redskins,10,Lions,15
2000,Regular Season,2,Rams,37,Seahawks,34
2000,Regular Season,2,Cowboys,31,Cardinals,32
2000,Regular Season,2,Patriots,19,Jets,20
2000,Regular Season,3,49ers,24,Rams,41
2000,Regular Season,3,Chargers,10,Chiefs,42
2000,Regular Season,3,Bengals,00,Jaguars,13
2000,Regular Season,3,Falcons,15,Panthers,10
2000,Regular Season,3,Steelers,20,Browns,23
2000,Regular Season,3,Bills,14,Jets,27
2000,Regular Season,3,Buccaneers,31,Lions,10
2000,Regular Season,3,Eagles,03,Packers,06
2000,Regular Season,3,Broncos,33,Raiders,24
2000,Regular Season,3,Saints,10,Seahawks,20
2000,Regular Season,3,Vikings,21,Patriots,13
2000,Regular Season,3,Giants,14,Bears,07
2000,Regular Season,3,Ravens,06,Dolphins,19
2000,Regular Season,3,Cowboys,27,Redskins,21
2000,Regular Season,4,Lions,21,Bears,14
2000,Regular Season,4,49ers,41,Cowboys,24
2000,Regular Season,4,Rams,41,Falcons,20
2000,Regular Season,4,Bengals,00,Ravens,37
2000,Regular Season,4,Patriots,03,Dolphins,10
2000,Regular Season,4,Titans,23,Steelers,20
2000,Regular Season,4,Eagles,21,Saints,07
2000,Regular Season,4,Packers,29,Cardinals,03
2000,Regular Season,4,Seahawks,20,Chargers,12
2000,Regular Season,4,Chiefs,23,Broncos,22
2000,Regular Season,4,Browns,10,Raiders,36
2000,Regular Season,4,Jets,21,Buccaneers,17
2000,Regular Season,4,Redskins,16,Giants,06
2000,Regular Season,4,Jaguars,14,Colts,43
2000,Regular Season,5,Vikings,31,Lions,24
2000,Regular Season,5,Chargers,31,Rams,57
2000,Regular Season,5,Steelers,24,Jaguars,13
2000,Regular Season,5,Giants,14,Titans,28
2000,Regular Season,5,Colts,18,Bills,16
2000,Regular Season,5,Cowboys,16,Panthers,13
2000,Regular Season,5,Ravens,12,Browns,00
2000,Regular Season,5,Dolphins,31,Bengals,16
2000,Regular Season,5,Patriots,28,Broncos,19
2000,Regular Season,5,Buccaneers,17,Redskins,20
2000,Regular Season,5,Bears,27,Packers,24
2000,Regular Season,5,Cardinals,20,49ers,27
2000,Regular Season,5,Falcons,10,Eagles,38
2000,Regular Season,5,Seahawks,17,Chiefs,24
2000,Regular Season,6,Bills,13,Dolphins,22
2000,Regular Season,6,Redskins,17,Eagles,14
2000,Regular Season,6,Packers,24,Lions,31
2000,Regular Season,6,Colts,16,Patriots,24
2000,Regular Season,6,Saints,31,Bears,10
2000,Regular Season,6,Titans,23,Bengals,14
2000,Regular Season,6,Steelers,20,Jets,03
2000,Regular Season,6,Browns,21,Cardinals,29
2000,Regular Season,6,Giants,13,Falcons,06
2000,Regular Season,6,Seahawks,03,Panthers,26
2000,Regular Season,6,Broncos,21,Chargers,07
2000,Regular Season,6,Raiders,34,49ers,28
2000,Regular Season,6,Ravens,15,Jaguars,10
2000,Regular Season,6,Buccaneers,23,Vikings,30
2000,Regular Season,7,Ravens,03,Redskins,10
2000,Regular Season,7,Cowboys,14,Giants,19
2000,Regular Season,7,Bengals,00,Steelers,15
2000,Regular Season,7,Panthers,06,Saints,24
2000,Regular Season,7,Raiders,20,Chiefs,17
2000,Regular Season,7,Falcons,29,Rams,45
2000,Regular Season,7,Chargers,24,Bills,27
2000,Regular Season,7,Eagles,33,Cardinals,14
2000,Regular Season,7,Browns,10,Broncos,44
2000,Regular Season,7,Colts,37,Seahawks,24
2000,Regular Season,7,Jets,34,Patriots,17
2000,Regular Season,7,49ers,28,Packers,31
2000,Regular Season,7,Vikings,28,Bears,16
2000,Regular Season,7,Jaguars,13,Titans,27
2000,Regular Season,8,Lions,28,Buccaneers,14
2000,Regular Season,8,Patriots,23,Colts,30
2000,Regular Season,8,Broncos,21,Bengals,31
2000,Regular Season,8,Saints,21,Falcons,19
2000,Regular Season,8,Bears,09,Eagles,13
2000,Regular Season,8,Bills,27,Vikings,31
2000,Regular Season,8,Rams,34,Chiefs,54
2000,Regular Season,8,Cardinals,07,Cowboys,48
2000,Regular Season,8,Titans,14,Ravens,06
2000,Regular Season,8,49ers,16,Panthers,34
